date_enrolment,00543-Medical University of Vienna,00544-Lancaster General Health,00546-Penn Medicine,00547-Oklahoma Heart Institute,00548-UH Cleveland Hospital,00549-Ohio State University,"00550-North Estonia Medical Centre, Tallin","00551-Tartu University Hospital, Tartu",00562-National Taiwan University Hospital,"00563-Hospital for Tropical Diseases, Vietnam",00564-Keimyung University Dong San Hospital,00565-Groote Schuur Hospital,00567-The Heart Hospital Baylor Plano,00568-Baylor University Medical Centre,00569-Baylor Scott,00577-Hospital Nuestra Señora de Gracia Zaragoza,"00578-São João Hospital Centre, Portugal","00579-Piedmont Atlanta Hospital, USA","00581-Washington University in St. Louis, USA","00582-Medical College of Wisconsin, USA","00583-Policlinico di S. Orsola, Università di Bologna, Italy","00584-Fundación Cardiovascular de Colombia, Colombia","00586-INOVA Fairfax Medical Center, USA","00588-Hospital de Clínicas, Argentina",00590-Allegheny General Hospital,00606-Clinica Alemana De Santiago,00607-Kyoto Medical Centre,00608-Hiroshima University,00611-Stanford University,00619-Tufts Medical Centre,00620-Carilion Clinic,00622-Beth Israel Deaconess Medical Center,"00624-Clinica Las Condez, Chile",00626-Hyogo Prefectural Kakogawa Medical Center,00634-University of California San Francisco - Fresno,00643-Uniklinik (University Hospital Frankfurt),00646-Seoul National University Bundang Hospital,00647-University of Iowa,00655-University of Cincinnati,00656-Rio Hortega University Hospital,00661-Hamad General Hospital,00664-Presbyterian Hospital Services,00665-Clinica Valle de Lilli,00667-University Hospital in Krakow,00668-The University of Utah,00669-Ospedale di Arco,00670-Ospedale San Paolo,00671-Hospital Universitario Sant Joan d'Alacant,00672-Kimitsu Chuo Hospital,00674-Fatmawati Hospital,00675-Rinku General Medical Center,00676-Hospital Universitari Sagrat Cor,00679-Cleveland Clinic - Florida,00681-San Martino Hospital,00682-Hospital Alemán,00683-San Pedro de Alcantara Hospital,00684-Legacy Emanuel Medical Center,00687-Kyoto Prefectural University of Medicine,00694-Lankenau Institute of Medical Research,00695-Providence Saint John's Health Centre,00697-Fukuoka University,00699-Mater Dei Hospital,00700-Yokohama City University Medical Center,00701-Nagoya University Hospital,00702-PICU Saiful Anwar Hospital,00703-Adult ICU Saiful Anwar Hospital,00704-KourituTouseiHospital,00705-HokkaidoUniversityHospital,00706-ChibaUniversityHospital,00707-UniversityofAlabamaatBirminghamHospital,00708-UniversityofFlorida,00709-SaiseikaiSenriHospital,00710-Rush University,00714-University of Chicago,00717-JohnsHopkinsUniversity,00718-HospitaldelTorax,00719-PersahabatanHospital,00720-UniversityofOklahomaHealthSciencesCenter,00722-TheChristHospital,00724-HasanSadikinHospital(Adult),00728-KyungPookNationalUniversityChilgokHospital,00732-HospitalMountSinaiMedicalCenter,00733-HospitalVergedelaCintadeTortosa,00742-Prof Dr R. D. Kandou Central Hospital - Paediatric,00743-Prof Dr R. D. Kandou Central Hospital - Adult,00744-TokyoMetropolitanTamaMedicalCenter,00745-UniversityofMaryland,00747-Mar del Plata Medical Foundation Private Community Hospital,00748-Dr Sardjito Government Hospital - Paediatric,00753-LondonHealthSciencesCentre,00754-Hospital du Sacre Coeur,00762-Mayo Clinic College of Medicine - Arizona,00767-Shizuoka Children's Hospital,00770-Rochester General Hospital,00771-Siriraj Hospital,00778-Obihiro-Kosei General Hospital,025-King Faisal Specialist Hospital and Research Center,041-University of Nebraska Medical Center,088-Foothills Hospital,170-Queen Mary Hospital the University of Hong Kong,203-Galway University Hospital,250-Teine Keijinkai Hospital,253-Fondazione IRCCS Ca,"275-Fondazione Policlinico Universitario Agostino Gemelli IRCCS, Rome, Italy",282-Ospedale Molinette Torino,283-Oregon Health and Science University Hospital,"288-Hospital Clinic, Barcelona",291-Columbia University,294-Klinik für Innere Medizin II,298-Hospital Vall D Hebron,307-Pamela Youde Nethersole Eastern Hospital,350-Maastricht University Medical Centre,360-Sozialmedizinisches Zentrum S,365-Saiseikai Utsunomiya Hospital,387-Chonnam National University Hospital,390-Ospedale San Gerardo,"402-Policlinico of Padova, Padova",430-Barmherzige Brüder Regensburg,"435-Civil Hospital Marie Curie, Brussels",457-St. Marianna University School of Medicine,461-ISMETT,"499-Mater Misericordiae University Hospital, Ireland",502-Harapan Kita National Heart Centre Hospital (Paediatric),"510-Princess Margaret Hospital, Hong Kong","511-Queen Elizabeth Hospital, Hong Kong",514-Klinikum Passau,516-Hartford HealthCare,"517-Hospitales Puerta de Hierro, Mexico","518-Kuwait ECLS program, Al-Amiri & Jaber Al-Ahmed Hospitals",528-Hospital Universitario Virgen de Valme,"529-Severance Hospital, Seoul",534-Al-Adan Hospital,"536-Medizinische Klinik und Poliklinik II, Munich","Barwon Health, VIC","Box Hill Hospital, VIC","Gold Coast Hospital, QLD","Launceston Hospital, TAS","Royal Adelaide Hospital, SA","Royal Children's Hospital, VIC","Royal North Shore Hospital, NSW","Royal Prince Alfred Hospital, NSW","St George Hospital, NSW","St Vincent's Hospital Sydney, NSW","The Alfred Hospital, VIC","Westmead Hospital, NSW"
2020-07-03,8.0000,39.0000,42.0000,2.0000,24.0000,79.0000,18.0000,14.0000,1.0000,1.0000,2.0000,138.0000,1.0000,8.0000,1.0000,12.0000,1.0000,40.0000,18.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,28.0000,2.0000,50.0000,1.0000,48.0000,3.0000,2.0000,24.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,17.0000,36.0000,6.0000,1.0000,,2.0000,6.0000,13.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,76.0000,2.0000,1.0000,17.0000,8.0000,5.0000,13.0000,4.0000,13.0000,2.0000,1.0000,,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,59.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-04,8.0000,39.0000,42.0000,2.0000,24.0000,79.0000,18.0000,14.0000,1.0000,1.0000,2.0000,140.0000,1.0000,8.0000,1.0000,12.0000,1.0000,40.0000,18.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,28.0000,2.0000,50.0000,1.0000,48.0000,3.0000,2.0000,24.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,17.0000,36.0000,6.0000,1.0000,,2.0000,6.0000,13.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,76.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,59.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-05,8.0000,39.0000,42.0000,2.0000,24.0000,80.0000,18.0000,14.0000,1.0000,1.0000,2.0000,143.0000,1.0000,8.0000,1.0000,12.0000,1.0000,40.0000,18.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,28.0000,3.0000,50.0000,1.0000,48.0000,3.0000,2.0000,24.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,17.0000,36.0000,7.0000,1.0000,,2.0000,6.0000,13.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,76.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,59.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-06,8.0000,39.0000,42.0000,2.0000,24.0000,80.0000,18.0000,14.0000,1.0000,1.0000,2.0000,144.0000,1.0000,8.0000,1.0000,12.0000,1.0000,40.0000,19.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,28.0000,3.0000,50.0000,1.0000,48.0000,3.0000,2.0000,24.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,18.0000,36.0000,7.0000,1.0000,,2.0000,6.0000,15.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,77.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,59.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-07,8.0000,39.0000,42.0000,2.0000,24.0000,80.0000,18.0000,14.0000,1.0000,1.0000,2.0000,147.0000,1.0000,8.0000,1.0000,12.0000,1.0000,40.0000,20.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,28.0000,3.0000,50.0000,1.0000,48.0000,3.0000,2.0000,24.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,18.0000,36.0000,7.0000,1.0000,,2.0000,6.0000,15.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,77.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,59.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-08,8.0000,39.0000,42.0000,2.0000,24.0000,80.0000,18.0000,14.0000,1.0000,1.0000,2.0000,148.0000,1.0000,8.0000,1.0000,12.0000,1.0000,40.0000,20.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,29.0000,3.0000,51.0000,1.0000,48.0000,3.0000,2.0000,24.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,18.0000,36.0000,7.0000,1.0000,,2.0000,6.0000,15.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,78.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,59.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-09,8.0000,39.0000,42.0000,2.0000,24.0000,80.0000,18.0000,14.0000,1.0000,1.0000,2.0000,149.0000,1.0000,8.0000,1.0000,12.0000,1.0000,40.0000,20.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,31.0000,3.0000,51.0000,1.0000,48.0000,3.0000,2.0000,25.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,18.0000,36.0000,7.0000,1.0000,,2.0000,6.0000,15.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,78.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,59.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-10,8.0000,39.0000,42.0000,2.0000,24.0000,80.0000,18.0000,14.0000,1.0000,1.0000,2.0000,154.0000,1.0000,8.0000,1.0000,12.0000,1.0000,40.0000,20.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,34.0000,3.0000,51.0000,1.0000,48.0000,3.0000,2.0000,25.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,18.0000,36.0000,7.0000,1.0000,,2.0000,6.0000,15.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,78.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,59.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-11,8.0000,39.0000,42.0000,2.0000,24.0000,80.0000,18.0000,14.0000,1.0000,1.0000,2.0000,154.0000,1.0000,8.0000,2.0000,12.0000,1.0000,40.0000,20.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,35.0000,3.0000,51.0000,1.0000,48.0000,3.0000,2.0000,25.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,18.0000,36.0000,7.0000,1.0000,,3.0000,6.0000,15.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,78.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,59.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-12,8.0000,39.0000,42.0000,2.0000,24.0000,81.0000,18.0000,14.0000,1.0000,1.0000,2.0000,157.0000,1.0000,8.0000,2.0000,12.0000,1.0000,40.0000,20.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,35.0000,3.0000,51.0000,1.0000,48.0000,3.0000,2.0000,25.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,18.0000,36.0000,7.0000,1.0000,,3.0000,6.0000,15.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,79.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,59.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-13,8.0000,39.0000,42.0000,2.0000,24.0000,81.0000,18.0000,14.0000,1.0000,1.0000,2.0000,158.0000,1.0000,8.0000,2.0000,12.0000,1.0000,40.0000,20.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,36.0000,3.0000,51.0000,1.0000,48.0000,3.0000,2.0000,25.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,19.0000,36.0000,7.0000,1.0000,,3.0000,6.0000,15.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,80.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,59.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-14,8.0000,39.0000,42.0000,2.0000,24.0000,82.0000,18.0000,14.0000,1.0000,1.0000,2.0000,159.0000,1.0000,8.0000,2.0000,12.0000,1.0000,40.0000,20.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,38.0000,3.0000,51.0000,1.0000,48.0000,3.0000,2.0000,25.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,19.0000,36.0000,7.0000,1.0000,1.0000,3.0000,6.0000,15.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,81.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,1.0000,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,61.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-15,8.0000,39.0000,42.0000,2.0000,24.0000,82.0000,18.0000,14.0000,1.0000,1.0000,2.0000,162.0000,1.0000,8.0000,2.0000,12.0000,1.0000,40.0000,20.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,42.0000,39.0000,3.0000,51.0000,1.0000,48.0000,3.0000,2.0000,25.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,19.0000,36.0000,7.0000,1.0000,1.0000,3.0000,6.0000,15.0000,11.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,82.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,1.0000,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,62.0000,11.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,6.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-16,8.0000,39.0000,42.0000,2.0000,24.0000,84.0000,18.0000,14.0000,1.0000,1.0000,2.0000,163.0000,1.0000,8.0000,2.0000,12.0000,1.0000,40.0000,20.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,3.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,43.0000,39.0000,3.0000,51.0000,1.0000,48.0000,3.0000,2.0000,25.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,19.0000,36.0000,7.0000,1.0000,1.0000,3.0000,6.0000,15.0000,12.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,83.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,2.0000,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,62.0000,12.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,7.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-17,8.0000,39.0000,42.0000,2.0000,24.0000,85.0000,18.0000,14.0000,1.0000,1.0000,2.0000,163.0000,1.0000,8.0000,2.0000,12.0000,1.0000,40.0000,20.0000,25.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,4.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,43.0000,39.0000,3.0000,52.0000,1.0000,48.0000,3.0000,2.0000,26.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,19.0000,36.0000,7.0000,1.0000,1.0000,3.0000,6.0000,15.0000,12.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,84.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,3.0000,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,62.0000,12.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,7.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-18,8.0000,39.0000,42.0000,2.0000,24.0000,86.0000,18.0000,14.0000,1.0000,1.0000,2.0000,164.0000,1.0000,8.0000,2.0000,12.0000,1.0000,40.0000,20.0000,26.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,4.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,43.0000,39.0000,3.0000,52.0000,1.0000,48.0000,3.0000,2.0000,26.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,19.0000,36.0000,7.0000,1.0000,1.0000,3.0000,6.0000,15.0000,13.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,84.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,3.0000,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,62.0000,13.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,7.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
2020-07-19,8.0000,39.0000,42.0000,2.0000,24.0000,87.0000,18.0000,14.0000,1.0000,1.0000,2.0000,167.0000,1.0000,8.0000,2.0000,12.0000,1.0000,40.0000,20.0000,26.0000,5.0000,2.0000,3.0000,7.0000,4.0000,1.0000,1.0000,4.0000,1.0000,1.0000,13.0000,11.0000,52.0000,16.0000,26.0000,1.0000,7.0000,12.0000,5.0000,12.0000,52.0000,43.0000,39.0000,3.0000,52.0000,1.0000,48.0000,3.0000,2.0000,26.0000,1.0000,2.0000,3.0000,4.0000,6.0000,2.0000,11.0000,19.0000,36.0000,7.0000,1.0000,1.0000,3.0000,6.0000,17.0000,13.0000,2.0000,2.0000,2.0000,11.0000,2.0000,2.0000,26.0000,14.0000,1.0000,3.0000,84.0000,2.0000,1.0000,18.0000,8.0000,6.0000,13.0000,4.0000,13.0000,2.0000,1.0000,3.0000,3.0000,2.0000,,7.0000,,1.0000,2.0000,2.0000,21.0000,35.0000,62.0000,14.0000,67.0000,16.0000,72.0000,12.0000,20.0000,2.0000,58.0000,1.0000,55.0000,22.0000,5.0000,1.0000,7.0000,2.0000,1.0000,51.0000,13.0000,1.0000,39.0000,1.0000,1.0000,31.0000,6.0000,6.0000,7.0000,2.0000,31.0000,4.0000,17.0000,1.0000,1.0000,8.0000,19.0000,,,,,,,,,,,,
